Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,ddt0(U)_average_0,ddt0(U)_average_1,ddt0(U)_average_2,ddt0(U)_average_Magnitude,ddt0(k)_average,ddt0(omega)_average,ddtCorrDdt0(U)_average_0,ddtCorrDdt0(U)_average_1,ddtCorrDdt0(U)_average_2,ddtCorrDdt0(U)_average_Magnitude,k_average,nut_average,omega_average,p_average
internalMesh,1865,0.121950,-0.024558,0.000000,0.124398,-0.985721,-0.031238,0.000000,0.986216,-7.714695,-0.319540,0.000000,7.721310,1.078508,-4510.277832,-7.714695,-0.319540,0.000000,7.721310,1.602782,0.000466,3510.398926,5.797349
internalMesh,1866,0.123370,-0.024559,0.000000,0.125791,-0.926341,-0.031591,-0.000000,0.926880,-7.072272,-0.393709,-0.000000,7.083222,1.996591,-1309.769653,-7.072272,-0.393709,-0.000000,7.083222,1.627959,0.000479,3482.504639,6.050742
internalMesh,1867,0.124795,-0.024560,0.000000,0.127189,-0.866181,-0.031948,-0.000000,0.866770,-6.291490,-0.429743,0.000000,6.306150,3.830215,1964.339111,-6.291490,-0.429743,0.000000,6.306150,1.655821,0.000495,3448.757812,6.301293
internalMesh,1868,0.126225,-0.024561,0.000000,0.128592,-0.805263,-0.032338,0.000000,0.805912,-5.423089,-0.431845,0.000000,5.440256,5.268780,3200.873047,-5.423089,-0.431845,0.000000,5.440256,1.686623,0.000515,3409.308105,6.548842
internalMesh,1869,0.127658,-0.024562,0.000000,0.130000,-0.743548,-0.032787,0.000000,0.744271,-4.550870,-0.379438,-0.000000,4.566661,6.478153,5084.721680,-4.550870,-0.379438,-0.000000,4.566661,1.721589,0.000537,3363.999512,6.793150
internalMesh,1870,0.129096,-0.024563,0.000000,0.131412,-0.680944,-0.033293,-0.000000,0.681757,-3.773451,-0.333866,0.000000,3.788192,7.513053,6447.502930,-3.773451,-0.333866,0.000000,3.788192,1.761158,0.000561,3311.048828,7.034185
internalMesh,1871,0.130539,-0.024564,0.000000,0.132830,-0.617335,-0.033845,0.000000,0.618262,-3.132368,-0.262030,0.000000,3.143308,7.641473,7040.142090,-3.132368,-0.262030,0.000000,3.143308,1.806407,0.000588,3249.077148,7.271979
internalMesh,1872,0.131985,-0.024565,0.000000,0.134252,-0.552550,-0.034537,-0.000000,0.553629,-2.782173,-0.064038,0.000000,2.782910,6.673147,7017.291992,-2.782173,-0.064038,0.000000,2.782910,1.858539,0.000620,3176.590820,7.505557
internalMesh,1873,0.133437,-0.024566,0.000000,0.135679,-0.486329,-0.035377,0.000000,0.487614,-2.791893,0.089593,-0.000000,2.793330,7.206940,6550.445801,-2.791893,0.089593,-0.000000,2.793330,1.917388,0.000660,3091.590576,7.733847
internalMesh,1874,0.134892,-0.024567,0.000000,0.137111,-0.418651,-0.036174,-0.000000,0.420211,-2.842318,0.073494,0.000000,2.843268,7.400571,6462.653320,-2.842318,0.073494,0.000000,2.843268,1.981713,0.000710,2991.499023,7.957356
internalMesh,1875,0.136352,-0.024568,0.000000,0.138548,-0.349772,-0.036813,-0.000000,0.351704,-2.877040,0.026062,0.000000,2.877158,7.029858,6414.878418,-2.877040,0.026062,0.000000,2.877158,2.050968,0.000776,2873.966553,8.175851
internalMesh,1876,0.137816,-0.024569,0.000000,0.139989,-0.279988,-0.037279,0.000000,0.282459,-2.922864,0.001553,0.000000,2.922865,6.752327,6696.194336,-2.922864,0.001553,0.000000,2.922865,2.123623,0.000859,2738.262207,8.388681
internalMesh,1877,0.139285,-0.024570,0.000000,0.141436,-0.209658,-0.037553,0.000000,0.212995,-3.083483,0.080965,0.000000,3.084546,6.068766,6828.333008,-3.083483,0.080965,0.000000,3.084546,2.197450,0.000964,2585.909668,8.595698
internalMesh,1878,0.140758,-0.024571,0.000000,0.142887,-0.139177,-0.037615,0.000000,0.144170,-3.360316,0.183209,0.000000,3.365306,5.219727,6018.048828,-3.360316,0.183209,0.000000,3.365306,2.269868,0.001094,2421.680176,8.796876
internalMesh,1879,0.142236,-0.024572,0.000000,0.144343,-0.069026,-0.037379,0.000000,0.078497,-3.669899,0.200304,0.000000,3.675361,4.327669,4343.426270,-3.669899,0.200304,0.000000,3.675361,2.337841,0.001253,2252.663574,8.992707
internalMesh,1880,0.143718,-0.024573,0.000000,0.145804,0.000227,-0.036799,-0.000000,0.036800,-4.021373,0.237741,0.000000,4.028394,3.201892,1800.111694,-4.021373,0.237741,0.000000,4.028394,2.398779,0.001445,2087.660156,9.183659
internalMesh,1881,0.145205,-0.024574,0.000000,0.147270,0.068082,-0.035960,0.000000,0.076995,-4.467739,0.276201,-0.000000,4.476268,2.287581,-1183.199951,-4.467739,0.276201,-0.000000,4.476268,2.451182,0.001675,1935.340210,9.369051
internalMesh,1882,0.146696,-0.024575,0.000000,0.148740,0.134124,-0.034876,0.000000,0.138584,-4.887398,0.198566,-0.000000,4.891430,2.203478,-3963.945801,-4.887398,0.198566,-0.000000,4.891430,2.493078,0.001939,1802.319946,9.549637
internalMesh,1883,0.148192,-0.024576,0.000000,0.150216,0.197900,-0.033484,0.000000,0.200713,-5.128086,0.052123,-0.000000,5.128351,2.514491,-6542.942871,-5.128086,0.052123,-0.000000,5.128351,2.523877,0.002232,1692.391357,9.726920
internalMesh,1884,0.149692,-0.024577,0.000000,0.151696,0.259051,-0.031880,-0.000000,0.261005,-5.252418,-0.042173,0.000000,5.252587,2.881091,-7828.697754,-5.252418,-0.042173,0.000000,5.252587,2.544180,0.002540,1606.066895,9.901148
internalMesh,1885,0.151197,-0.024578,0.000000,0.153181,0.317392,-0.030179,0.000000,0.318823,-5.227768,-0.089356,-0.000000,5.228532,2.836684,-7973.966309,-5.227768,-0.089356,-0.000000,5.228532,2.555409,0.002844,1541.342041,10.072981
internalMesh,1886,0.152706,-0.024579,0.000000,0.154671,0.372817,-0.028477,-0.000000,0.373903,-5.079398,-0.122981,0.000000,5.080887,2.799394,-7953.092773,-5.079398,-0.122981,0.000000,5.080887,2.559441,0.003122,1495.779541,10.243374
internalMesh,1887,0.154220,-0.024580,0.000000,0.156167,0.425285,-0.026902,0.000000,0.426135,-4.848485,-0.147417,-0.000000,4.850725,2.805700,-7635.608398,-4.848485,-0.147417,-0.000000,4.850725,2.558494,0.003353,1466.882812,10.410254
internalMesh,1888,0.155738,-0.024581,0.000000,0.157666,0.474971,-0.025071,0.000000,0.475632,-4.547569,-0.169750,0.000000,4.550736,2.724731,-7671.950195,-4.547569,-0.169750,0.000000,4.550736,2.554641,0.003519,1452.659302,10.580183
internalMesh,1889,0.157262,-0.024582,0.000000,0.159171,0.521424,-0.022980,0.000000,0.521930,-4.215758,-0.213482,0.000000,4.221160,3.003835,-7742.896973,-4.215758,-0.213482,0.000000,4.221160,2.549928,0.003610,1451.865601,10.756365
internalMesh,1890,0.158789,-0.024583,0.000000,0.160681,0.565137,-0.021667,0.000000,0.565552,-3.856316,-0.225185,-0.000000,3.862885,4.031104,-7566.152344,-3.856316,-0.225185,-0.000000,3.862885,2.547743,0.003634,1462.004639,10.917388
internalMesh,1891,0.160322,-0.024585,0.000000,0.162196,0.607335,-0.021179,-0.000000,0.607704,-3.418390,-0.257977,0.000000,3.428110,4.757943,-7354.650879,-3.418390,-0.257977,0.000000,3.428110,2.549537,0.003600,1481.771973,11.062739
internalMesh,1892,0.161859,-0.024586,0.000000,0.163715,0.648422,-0.020584,0.000000,0.648749,-2.945820,-0.265972,0.000000,2.957803,5.659400,-6533.572266,-2.945820,-0.265972,0.000000,2.957803,2.549925,0.003504,1510.671631,11.209953
internalMesh,1893,0.163400,-0.024587,0.000000,0.165240,0.688170,-0.019625,-0.000000,0.688450,-2.458669,-0.265622,0.000000,2.472976,6.600381,-5305.856934,-2.458669,-0.265622,0.000000,2.472976,2.545967,0.003349,1548.365356,11.361378
internalMesh,1894,0.164947,-0.024588,0.000000,0.166769,0.726359,-0.018584,0.000000,0.726596,-1.899014,-0.325150,0.000000,1.926649,7.361394,-4575.627441,-1.899014,-0.325150,0.000000,1.926649,2.536174,0.003151,1594.132202,11.510084
internalMesh,1895,0.166498,-0.024589,0.000000,0.168303,0.762965,-0.017566,-0.000000,0.763168,-1.281622,-0.362123,0.000000,1.331799,7.516390,-2921.429443,-1.281622,-0.362123,0.000000,1.331799,2.519986,0.002924,1647.564453,11.653813
internalMesh,1896,0.168053,-0.024590,0.000000,0.169843,0.798041,-0.016610,0.000000,0.798213,-0.771412,-0.226523,0.000000,0.803984,7.443338,-1331.411987,-0.771412,-0.226523,0.000000,0.803984,2.497042,0.002685,1707.732788,11.792316
internalMesh,1897,0.169614,-0.024591,0.000000,0.171387,0.831751,-0.015803,0.000000,0.831901,-0.480757,-0.001020,0.000000,0.480758,6.769895,-88.633926,-0.480757,-0.001020,0.000000,0.480758,2.467425,0.002443,1774.534424,11.925219
internalMesh,1898,0.171179,-0.024592,0.000000,0.172936,0.864285,-0.015142,0.000000,0.864418,-0.457511,0.152049,-0.000000,0.482116,5.930266,938.377747,-0.457511,0.152049,-0.000000,0.482116,2.431505,0.002210,1847.402710,12.052729
internalMesh,1899,0.172749,-0.024593,0.000000,0.174490,0.895839,-0.014571,0.000000,0.895958,-0.647889,0.209642,0.000000,0.680963,5.184758,377.866669,-0.647889,0.209642,0.000000,0.680963,2.389532,0.001991,1925.987549,12.175268
internalMesh,1900,0.174323,-0.024594,0.000000,0.176050,0.926569,-0.014046,-0.000000,0.926675,-0.976972,0.210979,0.000000,0.999493,4.715615,-263.278839,-0.976972,0.210979,0.000000,0.999493,2.341851,0.001790,2009.895264,12.293184
internalMesh,1901,0.175903,-0.024595,0.000000,0.177614,0.956587,-0.013545,0.000000,0.956683,-1.349197,0.186943,-0.000000,1.362086,4.474946,-690.370544,-1.349197,0.186943,-0.000000,1.362086,2.288938,0.001608,2097.694824,12.406840
internalMesh,1902,0.177487,-0.024597,0.000000,0.179183,0.985950,-0.013063,-0.000000,0.986037,-1.666066,0.150162,0.000000,1.672819,4.007210,-1638.885010,-1.666066,0.150162,0.000000,1.672819,2.231660,0.001446,2188.220215,12.516592
internalMesh,1903,0.179076,-0.024598,0.000000,0.180757,1.014689,-0.012595,0.000000,1.014767,-1.941486,0.111105,0.000000,1.944663,3.689436,-2131.988281,-1.941486,0.111105,0.000000,1.944663,2.171114,0.001304,2280.159912,12.622717
internalMesh,1904,0.180670,-0.024599,0.000000,0.182337,1.042857,-0.012146,0.000000,1.042927,-2.164061,0.076222,-0.000000,2.165403,3.779922,-2193.800781,-2.164061,0.076222,-0.000000,2.165403,2.108079,0.001179,2371.778320,12.725551
internalMesh,1905,0.182268,-0.024600,0.000000,0.183921,1.070469,-0.011715,0.000000,1.070533,-2.281213,0.034332,0.000000,2.281471,3.610182,-2379.947998,-2.281213,0.034332,0.000000,2.281471,2.043622,0.001070,2461.745605,12.825380
internalMesh,1906,0.183872,-0.024601,0.000000,0.185510,1.097539,-0.011296,0.000000,1.097597,-2.305701,-0.005094,0.000000,2.305707,3.346738,-2471.461182,-2.305701,-0.005094,0.000000,2.305707,1.978959,0.000975,2549.192627,12.922442
internalMesh,1907,0.185480,-0.024602,0.000000,0.187105,1.124052,-0.010895,0.000000,1.124105,-2.241100,-0.032805,-0.000000,2.241340,3.044117,-2183.860840,-2.241100,-0.032805,-0.000000,2.241340,1.915074,0.000893,2632.878662,13.016924
internalMesh,1908,0.187093,-0.024603,0.000000,0.188704,1.150051,-0.010494,0.000000,1.150099,-2.121717,-0.097889,-0.000000,2.123974,2.954042,-2308.471680,-2.121717,-0.097889,-0.000000,2.123974,1.852753,0.000822,2712.569092,13.109232
internalMesh,1909,0.188712,-0.024604,0.000000,0.190309,1.175424,-0.010045,0.000000,1.175466,-1.857294,-0.245512,0.000000,1.873451,3.147855,-2007.839111,-1.857294,-0.245512,0.000000,1.873451,1.792528,0.000760,2787.517334,13.199409
internalMesh,1910,0.190335,-0.024606,0.000000,0.191918,1.200224,-0.009485,-0.000000,1.200262,-1.407912,-0.343990,0.000000,1.449326,3.637582,-1425.566650,-1.407912,-0.343990,0.000000,1.449326,1.734638,0.000706,2858.039551,13.287982
internalMesh,1911,0.191962,-0.024607,0.000000,0.193533,1.223938,-0.008927,0.000000,1.223971,-0.853469,-0.300202,0.000000,0.904727,3.685479,-494.156982,-0.853469,-0.300202,0.000000,0.904727,1.679384,0.000659,2922.489746,13.374214
internalMesh,1912,0.193595,-0.024608,0.000000,0.195153,1.247206,-0.008318,0.000000,1.247234,-0.332471,-0.177908,0.000000,0.377078,3.476268,1133.289307,-0.332471,-0.177908,0.000000,0.377078,1.627361,0.000617,2983.174316,13.459948
internalMesh,1913,0.195233,-0.024609,0.000000,0.196778,1.268368,-0.007839,0.000000,1.268392,0.071914,-0.055981,-0.000000,0.091135,2.853804,2123.740234,0.071914,-0.055981,-0.000000,0.091135,1.578666,0.000582,3035.317383,13.542890
internalMesh,1914,0.196876,-0.024610,0.000000,0.198408,1.290280,-0.006987,0.000000,1.290299,0.309038,0.015000,-0.000000,0.309402,2.276692,2169.049316,0.309038,0.015000,-0.000000,0.309402,1.533269,0.000549,3088.852051,13.629738
internalMesh,1915,0.198524,-0.024611,0.000000,0.200043,1.306452,-0.006390,0.000000,1.306468,0.407686,0.034219,0.000000,0.409120,1.948535,2188.271973,0.407686,0.034219,0.000000,0.409120,1.491872,0.000523,3128.302002,13.710330
internalMesh,1916,0.200176,-0.024612,0.000000,0.201684,1.328123,-0.004149,0.000000,1.328130,0.450883,0.025940,0.000000,0.451629,1.621703,2068.698730,0.450883,0.025940,0.000000,0.451629,1.451392,0.000496,3181.717529,13.808637
internalMesh,1917,0.201834,-0.024614,0.000000,0.203330,1.329928,-0.002953,-0.000000,1.329931,0.482018,0.006650,0.000000,0.482064,1.631430,1672.918335,0.482018,0.006650,0.000000,0.482064,1.415772,0.000477,3204.570801,13.884369
internalMesh,1918,0.203497,-0.024615,0.000000,0.204980,1.355381,0.005340,-0.000000,1.355392,0.505954,0.004040,0.000000,0.505970,1.654117,2066.886475,0.505954,0.004040,0.000000,0.505970,1.381240,0.000454,3261.097168,14.026631
internalMesh,1919,0.205165,-0.024616,0.000000,0.206636,1.310630,0.013095,-0.000000,1.310696,0.493942,-0.009943,0.000000,0.494042,1.904386,1860.477539,0.493942,-0.009943,0.000000,0.494042,1.341117,0.000430,3337.178467,14.084758
internalMesh,1920,0.000092,-0.024123,0.000000,0.024123,0.001298,-0.008329,-0.000000,0.008429,0.106918,-0.264298,-0.000000,0.285105,-1.548061,-850.848267,0.106918,-0.264298,-0.000000,0.285105,0.084674,0.000353,261.554840,-5.504701
internalMesh,1921,0.000278,-0.024123,0.000000,0.024124,0.002130,-0.009208,0.000000,0.009451,0.077829,-0.340198,0.000000,0.348987,-1.543785,-800.232849,0.077829,-0.340198,0.000000,0.348987,0.084516,0.000356,261.061096,-5.502530
internalMesh,1922,0.000472,-0.024123,0.000000,0.024128,0.004049,-0.010111,-0.000000,0.010892,0.180551,-0.394662,-0.000000,0.434001,-1.547735,-779.246826,0.180551,-0.394662,-0.000000,0.434001,0.084482,0.000356,261.022949,-5.502315
internalMesh,1923,0.000673,-0.024123,0.000000,0.024133,0.006148,-0.011074,0.000000,0.012666,0.278312,-0.428176,0.000000,0.510678,-1.551465,-771.340698,0.278312,-0.428176,0.000000,0.510678,0.084549,0.000356,261.415955,-5.502381
internalMesh,1924,0.000881,-0.024123,0.000000,0.024140,0.008448,-0.012084,0.000000,0.014744,0.374056,-0.453879,0.000000,0.588153,-1.554536,-787.717896,0.374056,-0.453879,0.000000,0.588153,0.084718,0.000356,262.316833,-5.502378
internalMesh,1925,0.001098,-0.024124,0.000000,0.024149,0.011020,-0.013126,0.000000,0.017139,0.472226,-0.479326,0.000000,0.672867,-1.556330,-840.008911,0.472226,-0.479326,0.000000,0.672867,0.084985,0.000355,263.789917,-5.502368
internalMesh,1926,0.001322,-0.024124,0.000000,0.024160,0.013891,-0.014183,0.000000,0.019853,0.573925,-0.509113,0.000000,0.767194,-1.557748,-941.354187,0.573925,-0.509113,0.000000,0.767194,0.085341,0.000355,265.888733,-5.502408
internalMesh,1927,0.001554,-0.024124,0.000000,0.024174,0.017068,-0.015236,0.000000,0.022879,0.678273,-0.545352,0.000000,0.870324,-1.558958,-1101.192261,0.678273,-0.545352,0.000000,0.870324,0.085769,0.000354,268.660553,-5.502522
internalMesh,1928,0.001796,-0.024124,0.000000,0.024191,0.020548,-0.016263,-0.000000,0.026205,0.785505,-0.587034,-0.000000,0.980626,-1.561722,-1325.482178,0.785505,-0.587034,-0.000000,0.980626,0.086252,0.000353,272.143280,-5.502737
internalMesh,1929,0.002046,-0.024125,0.000000,0.024211,0.024321,-0.017242,0.000000,0.029813,0.901202,-0.630861,0.000000,1.100069,-1.567912,-1607.739624,0.901202,-0.630861,0.000000,1.100069,0.086769,0.000352,276.353210,-5.503085
internalMesh,1930,0.002305,-0.024125,0.000000,0.024235,0.028367,-0.018144,0.000000,0.033673,1.027698,-0.673370,0.000000,1.228654,-1.578380,-1925.636353,1.027698,-0.673370,0.000000,1.228654,0.087301,0.000351,281.255402,-5.503631
internalMesh,1931,0.002575,-0.024125,0.000000,0.024262,0.032667,-0.018941,0.000000,0.037761,1.170637,-0.706605,0.000000,1.367363,-1.592602,-2260.282471,1.170637,-0.706605,0.000000,1.367363,0.087833,0.000349,286.753418,-5.504439
internalMesh,1932,0.002854,-0.024125,0.000000,0.024294,0.037202,-0.019614,0.000000,0.042056,1.337979,-0.732402,0.000000,1.525319,-1.607188,-2569.177979,1.337979,-0.732402,0.000000,1.525319,0.088361,0.000348,292.683563,-5.505551
internalMesh,1933,0.003143,-0.024126,0.000000,0.024330,0.041935,-0.020133,0.000000,0.046517,1.525741,-0.750448,0.000000,1.700311,-1.618535,-2832.052246,1.525741,-0.750448,0.000000,1.700311,0.088895,0.000347,298.809662,-5.507012
internalMesh,1934,0.003444,-0.024126,0.000000,0.024371,0.046830,-0.020461,0.000000,0.051104,1.729928,-0.761883,0.000000,1.890269,-1.622165,-3042.243164,1.729928,-0.761883,0.000000,1.890269,0.089459,0.000346,304.913147,-5.508893
internalMesh,1935,0.003756,-0.024126,0.000000,0.024417,0.051845,-0.020555,0.000000,0.055771,1.942982,-0.769883,0.000000,2.089952,-1.613925,-3209.244629,1.942982,-0.769883,0.000000,2.089952,0.090084,0.000345,310.873230,-5.511258
internalMesh,1936,0.004079,-0.024127,0.000000,0.024469,0.056940,-0.020384,0.000000,0.060479,2.162529,-0.774597,0.000000,2.297070,-1.593660,-3341.191895,2.162529,-0.774597,0.000000,2.297070,0.090800,0.000344,316.693542,-5.514152
internalMesh,1937,0.004414,-0.024127,0.000000,0.024527,0.062059,-0.019927,-0.000000,0.065180,2.390534,-0.776553,-0.000000,2.513502,-1.559228,-3436.392090,2.390534,-0.776553,-0.000000,2.513502,0.091631,0.000343,322.460175,-5.517594
internalMesh,1938,0.004762,-0.024127,0.000000,0.024593,0.067130,-0.019176,-0.000000,0.069815,2.624553,-0.776690,-0.000000,2.737065,-1.498650,-3486.181641,2.624553,-0.776690,-0.000000,2.737065,0.092598,0.000342,328.285919,-5.521605
internalMesh,1939,0.005123,-0.024128,0.000000,0.024666,0.072065,-0.018144,0.000000,0.074314,2.871950,-0.774996,0.000000,2.974679,-1.466009,-3513.787598,2.871950,-0.774996,0.000000,2.974679,0.093689,0.000342,334.256622,-5.526219
internalMesh,1940,0.005497,-0.024128,0.000000,0.024746,0.076793,-0.016852,0.000000,0.078620,3.121353,-0.772921,0.000000,3.215626,-1.415814,-3522.920654,3.121353,-0.772921,0.000000,3.215626,0.094867,0.000341,340.409485,-5.531459
internalMesh,1941,0.005885,-0.024129,0.000000,0.024836,0.081251,-0.015322,-0.000000,0.082683,3.365654,-0.759300,-0.000000,3.450242,-1.352432,-3503.451172,3.365654,-0.759300,-0.000000,3.450242,0.096142,0.000339,346.762939,-5.537347
internalMesh,1942,0.006287,-0.024129,0.000000,0.024935,0.085355,-0.013569,-0.000000,0.086427,3.622847,-0.747479,-0.000000,3.699155,-1.282291,-3453.167480,3.622847,-0.747479,-0.000000,3.699155,0.097485,0.000338,353.345673,-5.543908
internalMesh,1943,0.006705,-0.024129,0.000000,0.025044,0.089028,-0.011632,0.000000,0.089785,3.888420,-0.744637,0.000000,3.959078,-1.216767,-3359.477295,3.888420,-0.744637,0.000000,3.959078,0.098872,0.000336,360.188019,-5.551148
internalMesh,1944,0.007138,-0.024130,0.000000,0.025163,0.092186,-0.009530,-0.000000,0.092678,4.163136,-0.752429,-0.000000,4.230585,-1.155751,-3229.086426,4.163136,-0.752429,-0.000000,4.230585,0.100285,0.000333,367.344666,-5.559070
internalMesh,1945,0.007587,-0.024130,0.000000,0.025295,0.094745,-0.007289,0.000000,0.095025,4.445397,-0.762954,0.000000,4.510394,-1.103024,-3063.052734,4.445397,-0.762954,0.000000,4.510394,0.101705,0.000330,374.888550,-5.567669
internalMesh,1946,0.008053,-0.024131,0.000000,0.025439,0.096609,-0.004947,0.000000,0.096735,4.733980,-0.774745,0.000000,4.796957,-1.053939,-2869.265137,4.733980,-0.774745,0.000000,4.796957,0.103132,0.000327,382.896790,-5.576917
internalMesh,1947,0.008537,-0.024131,0.000000,0.025597,0.097679,-0.002532,0.000000,0.097712,5.029936,-0.788693,0.000000,5.091394,-1.004203,-2645.897217,5.029936,-0.788693,0.000000,5.091394,0.104557,0.000323,391.476929,-5.586782
internalMesh,1948,0.009038,-0.024132,0.000000,0.025769,0.097852,-0.000058,0.000000,0.097852,5.336516,-0.805029,0.000000,5.396895,-0.955280,-2368.673828,5.336516,-0.805029,0.000000,5.396895,0.105984,0.000318,400.740784,-5.597224
internalMesh,1949,0.009558,-0.024132,0.000000,0.025956,0.097014,0.002471,0.000000,0.097046,5.655760,-0.821250,0.000000,5.715074,-0.910399,-2042.692017,5.655760,-0.821250,0.000000,5.715074,0.107430,0.000313,410.844421,-5.608197
internalMesh,1950,0.010098,-0.024133,0.000000,0.026160,0.095042,0.005061,0.000000,0.095177,5.988454,-0.836392,0.000000,6.046580,-0.843788,-1660.801147,5.988454,-0.836392,0.000000,6.046580,0.108915,0.000308,421.978821,-5.619648
internalMesh,1951,0.010657,-0.024133,0.000000,0.026382,0.091796,0.007720,0.000000,0.092120,6.332713,-0.844225,-0.000000,6.388738,-0.785875,-1226.496094,6.332713,-0.844225,-0.000000,6.388738,0.110476,0.000301,434.344879,-5.631522
internalMesh,1952,0.011237,-0.024134,0.000000,0.026622,0.087119,0.010455,-0.000000,0.087744,6.684487,-0.839922,0.000000,6.737050,-0.733337,-733.396118,6.684487,-0.839922,0.000000,6.737050,0.112138,0.000294,448.162842,-5.643771
internalMesh,1953,0.011839,-0.024135,0.000000,0.026882,0.080823,0.013276,-0.000000,0.081906,7.033891,-0.816637,0.000000,7.081138,-0.671975,-217.473068,7.033891,-0.816637,0.000000,7.081138,0.113939,0.000286,463.660980,-5.656344
internalMesh,1954,0.012464,-0.024135,0.000000,0.027164,0.072686,0.016209,0.000000,0.074472,7.368842,-0.767804,0.000000,7.408735,-0.619315,313.070374,7.368842,-0.767804,0.000000,7.408735,0.115920,0.000278,481.117432,-5.669188
internalMesh,1955,0.013112,-0.024136,0.000000,0.027467,0.062448,0.019287,0.000000,0.065358,7.673936,-0.694344,0.000000,7.705284,-0.580584,913.592957,7.673936,-0.694344,0.000000,7.705284,0.118127,0.000269,500.879150,-5.682247
internalMesh,1956,0.013783,-0.024137,0.000000,0.027795,0.049802,0.022568,-0.000000,0.054677,7.930942,-0.593255,0.000000,7.953099,-0.559935,1377.197021,7.930942,-0.593255,0.000000,7.953099,0.120616,0.000260,523.376587,-5.695454
internalMesh,1957,0.014480,-0.024137,0.000000,0.028148,0.034406,0.026099,-0.000000,0.043185,8.126063,-0.474380,-0.000000,8.139898,-0.563872,1851.958374,8.126063,-0.474380,-0.000000,8.139898,0.123440,0.000250,549.275574,-5.708742
internalMesh,1958,0.015203,-0.024138,0.000000,0.028527,0.015848,0.029836,0.000000,0.033784,8.254236,-0.328980,0.000000,8.260790,-0.584281,2179.968262,8.254236,-0.328980,0.000000,8.260790,0.126694,0.000239,579.397705,-5.722110
internalMesh,1959,0.015953,-0.024139,0.000000,0.028934,-0.006369,0.033679,-0.000000,0.034276,8.283256,-0.159611,-0.000000,8.284793,-0.646275,2517.564453,8.283256,-0.159611,-0.000000,8.284793,0.130502,0.000228,614.850281,-5.735676
internalMesh,1960,0.016730,-0.024140,0.000000,0.029370,-0.032784,0.037474,-0.000000,0.049791,8.196762,0.002683,-0.000000,8.196762,-0.705107,2918.449951,8.196762,0.002683,-0.000000,8.196762,0.135045,0.000217,656.502380,-5.749602
internalMesh,1961,0.017537,-0.024140,0.000000,0.029838,-0.063923,0.040906,0.000000,0.075891,7.996163,0.218525,0.000000,7.999149,-0.783786,2510.996582,7.996163,0.218525,0.000000,7.999149,0.140528,0.000207,704.311584,-5.764387
internalMesh,1962,0.018374,-0.024141,0.000000,0.030338,-0.100005,0.043741,0.000000,0.109152,7.683167,0.367541,-0.000000,7.691953,-0.876216,2431.794922,7.683167,0.367541,-0.000000,7.691953,0.147596,0.000197,758.077026,-5.780734
internalMesh,1963,0.019242,-0.024142,0.000000,0.030872,-0.141515,0.046815,-0.000000,0.149058,7.418846,0.231105,-0.000000,7.422445,-1.287606,2595.633789,7.418846,0.231105,-0.000000,7.422445,0.157545,0.000190,819.876099,-5.799834
internalMesh,1964,0.020142,-0.024143,0.000000,0.031442,-0.189099,0.050953,0.000000,0.195843,6.953027,0.264355,0.000000,6.958050,-2.509474,3321.765625,6.953027,0.264355,0.000000,6.958050,0.173508,0.000185,893.635376,-5.822861
internalMesh,1965,0.021157,-0.024144,0.000000,0.032102,-0.247658,0.056134,-0.000000,0.253940,6.141026,0.558811,-0.000000,6.166399,-2.535421,4441.021484,6.141026,0.558811,-0.000000,6.166399,0.198296,0.000182,991.521606,-5.853399
internalMesh,1966,0.022272,-0.024145,0.000000,0.032849,-0.319485,0.063176,0.000000,0.325672,5.336735,0.632898,0.000000,5.374132,-2.502900,3240.079590,5.336735,0.632898,0.000000,5.374132,0.229535,0.000179,1124.638916,-5.893526
internalMesh,1967,0.023391,-0.024146,0.000000,0.033618,-0.400695,0.072020,0.000000,0.407116,4.507922,0.795131,0.000000,4.577510,-3.536782,2882.146729,4.507922,0.795131,0.000000,4.577510,0.267834,0.000179,1279.593994,-5.941534
internalMesh,1968,0.024513,-0.024148,0.000000,0.034409,-0.491505,0.081735,-0.000000,0.498255,3.443582,1.119290,-0.000000,3.620921,-3.949346,3154.124268,3.443582,1.119290,-0.000000,3.620921,0.312023,0.000181,1446.153687,-6.000282
internalMesh,1969,0.025638,-0.024149,0.000000,0.035220,-0.591564,0.091371,0.000000,0.598579,2.174106,1.510891,0.000000,2.647551,-3.671032,3265.799805,2.174106,1.510891,0.000000,2.647551,0.358628,0.000185,1612.276611,-6.071624
internalMesh,1970,0.026767,-0.024150,0.000000,0.036051,-0.699573,0.099908,0.000000,0.706671,0.719608,1.846022,0.000000,1.981321,-3.545731,1924.393921,0.719608,1.846022,0.000000,1.981321,0.405363,0.000191,1770.949463,-6.156704
internalMesh,1971,0.027899,-0.024151,0.000000,0.036900,-0.813653,0.106704,-0.000000,0.820620,-0.768783,1.994434,-0.000000,2.137474,-3.466059,-898.065552,-0.768783,1.994434,-0.000000,2.137474,0.449994,0.000196,1918.839478,-6.255290
internalMesh,1972,0.029035,-0.024152,0.000000,0.037767,-0.931643,0.111423,0.000000,0.938283,-2.328531,2.069305,0.000000,3.115137,-3.516383,-2687.132324,-2.328531,2.069305,0.000000,3.115137,0.490997,0.000201,2051.861328,-6.365368
